,date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2931,2017-01-12,607660,172,135240806,786283.755813953,1.81077416,12993296880.857475,7175547969.812519,336899932795.807,0.000357654235127281,0.2886662501811858,0.000226,0.18240682238176506,102.647480790096,82847.79113457823,2880550.47756719,2150.0,4.87466304883435,1735286.142127411,2150.0,1735286.142127411,32.95596219,41.47419109723814,1,807.109833547633,86.69672894723988,3.6176696052275794,16098548.59994176,20104678.125,13379239.699703999,287002,586191,488486.68129546,394262404.03061455,3.70942180540119,2993.910815915315,0.03002524,24.23366645862773,2174429.67752993,1755003575.092215,0.026925622927121248,0.04962546293997014,0.036012145439582414
2932,2017-01-13,601486,150,128721932,858146.2133333329,1.85366729,13310975741.108198,7180887220.525995,336899932795.807,0.00035496372135832596,0.2934651659753246,0.00022400000000000002,0.1851913117400351,99.1151000600593,81943.10443467504,2512107.97462255,1875.0,4.25066456022035,1550150.4888953832,1875.0,1550150.4888953832,38.9780193,42.256376945454825,1,826.746927410871,92.34580168273871,6.4073713060308215,16100423.59975171,20105146.875,13379976.41738783,279226,595306,413064.18053416,341499542.08010596,2.8926322482361,2391.474823358795,0.02904915,24.0162955063975,1722001.33316844,1423659311.194431,0.02692819531892872,0.049793684004064566,0.03612148683711383
2933,2017-01-14,595768,172,127756376,742769.6279069771,1.83889611,13204837500.057322,7180850196.246419,336899932795.807,0.000359578103436273,0.294870282385565,0.00020340000000000004,0.1667971849900293,87.80501750003141,72004.07938547444,2880550.47756719,2150.0,4.87344457794273,1763097.088144361,2150.0,1763097.088144361,53.55865456,41.821695133944495,1,820.045157276447,122.94546878420124,5.65185358477807,16102573.59962168,20105684.375,13381976.0089686,244189,545248,300653.06404003,246549089.18635213,1.6128574046076298,1322.6159040259458,0.02,16.40090314552894,879407.2741475,721153676.4383384,0.026926875047975248,0.04982588550991758,0.03613663499035158
2934,2017-01-15,540189,167,110209977,659939.9820359279,1.84823542,13279051045.178684,7184718393.906766,336899932795.807,0.000348037470323032,0.2869732747228529,0.0002016,0.16622868833758034,79.5126404700125,65561.91434319336,2796813.54507977,2087.5,4.73116134073042,1721241.9985352128,2087.5,1721241.9985352128,57.00584724,42.087889908016244,1,824.547065166569,112.47313778514751,5.4097691970259785,16104661.09960157,20106206.25,13383920.84567608,228460,505343,282508.93339307,232941911.91259363,1.8383199022590802,1515.7812802450178,0.0181,14.9243018795149,928982.09436731,765989459.5028582,0.02692853532206677,0.04981822105973912,0.035784626688332995
2935,2017-01-16,642798,169,131020049,775266.562130178,1.86155157,13382120128.68228,7188691586.442279,336899932795.807,0.00038847040180186096,0.32275598531482846,0.00022400000000000002,0.1861077198550555,106.330952970067,88343.8000324746,2830308.31807474,2112.5,4.78719400404227,1755145.3490794853,2112.5,1755145.3490794853,40.33431251,42.32996762443669,1,830.8380350672121,117.22273131061183,5.22225807201036,16106773.59950151,20106734.375,13385780.72283642,273717,596545,399331.7995795,331780047.7024855,2.21257324359418,1838.2900061500761,0.02458598,20.426967313401768,1319899.50559989,1096622711.7187972,0.02691757088827361,0.04980988403571645,0.03576361994101161
2936,2017-01-17,652459,158,141092807,892992.4493670891,2.0228738,14594958398.362692,7214962404.875584,336899932795.807,0.000373609254359612,0.338500007680809,0.000226,0.20476206315336054,107.572191780084,97463.2917115884,2646087.06660242,1975.0,4.475052767458821,1789402.9855216248,1975.0,1789402.9855216248,35.20467736,45.878957309197645,1,906.026828112215,135.41408961186718,14.595123966717505,16108748.59939031,20107228.125,13387230.90176596,287927,653808,457574.10117164,414574411.5108388,2.25924247542925,2046.9342939495527,0.02714389,24.593092559326873,1477110.80437545,1338302016.8585713,0.02765968890510421,0.05216723104589067,0.037337079382445536
2937,2017-01-18,651983,150,135218431,901456.206666667,1.96641888,14197645178.668129,7220051300.838901,336899932795.807,0.000361547591119715,0.318617363398036,0.000226,0.19916471827387489,108.68879839009001,95783.07040216045,2512107.97462255,1875.0,4.24797336850472,1652362.153820865,1875.0,1652362.153820865,36.61331037,44.49498854315501,1,881.259815371128,133.0378134744014,11.512488633367571,16110623.59934002,20107696.875,13388414.89870184,300621,623398,440020.94969371,387772780.88650733,1.9973610754123703,1760.1940525473829,0.025037235,22.064309093503546,1245150.89968992,1097301451.9699328,0.02767652476209569,0.052493696440556965,0.03754925480747046
2938,2017-01-19,687454,174,145181717,834377.683908046,2.01003826,14537996019.982502,7232696154.109456,336899932795.807,0.00037752017403602903,0.34062281321337584,0.00021666,0.195484490065336,113.709831460059,102596.2725855485,2914045.25056216,2175.0,4.92698394454941,1962423.9171610163,2175.0,1962423.9171610163,41.74130742,45.37042141592782,1,902.263869959088,114.50658490454128,12.814357312158847,16112798.59919661,20108240.625,13389223.26168694,301202,642443,386015.66640493,348287989.0353484,1.8315620404359299,1652.5522546738857,0.02561736,23.113618371735143,1176674.21194378,1061670628.1494551,0.027716963437084675,0.052599764152385466,0.03742303643267623
2939,2017-01-20,659337,189,136225862,720771.756613757,1.99263298,14425881540.14362,7239607927.089781,336899932795.807,0.00034844652257425403,0.31192044726327367,0.00020340000000000004,0.18207849659291644,103.76563219008499,92888.34959284273,3165256.04802441,2362.5,5.35093937132008,2114849.79449737,2362.5,2114849.79449737,39.29240923,44.73387001968876,1,895.174516189363,118.70947594212448,8.049746616334454,16115161.09903648,20108831.25,13390998.59270306,297795,633226,410134.20698484,367141690.3103623,1.8017526646132498,1612.8830698380618,0.02394411,21.43415708483489,1140916.63280239,1021319494.7812765,0.02772434221696367,0.052305081025626934,0.037446144990904574
2940,2017-01-21,629947,181,123560015,682652.016574586,2.05421871,14900046542.109077,7253388586.396181,336899932795.807,0.000360057676126698,0.3328618931675162,0.00020340000000000004,0.18803684398176504,93.3381114400421,86288.12142774729,3031276.95604454,2262.5,5.12372523393547,2091609.4371128,2262.5,2091609.4371128,55.85028803,46.01898677154082,1,924.46825949737,142.61300341181715,7.683950536527967,16117423.59895642,20109396.875,13392952.62647742,259231,591326,288582.64060178,266785491.47828254,1.49810162702587,1384.9474036867841,0.01872,17.306045817790764,885866.4427027,818955408.4324917,0.027804422006710773,0.052234897485819096,0.037600577278619686
